"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"17594","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","22-Mar-2024","Nidhi Vishwakarma","Payment Success","1800"
"17595","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","25-Feb-2024","surjeet singh","Payment Success","2200"
"17596","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","25-Feb-2024","ANURUDH PRATAP SINGH","Payment Success","2200"
"17597","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","22-Mar-2024","ANURUDH PRATAP SINGH","Payment Success","1800"
"17598","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Apr-2024","ANURUDH PRATAP SINGH","Payment Success","1105"
"17599","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","25-Feb-2024","Sone lal Adiwasi","Payment Success","2200"
"17600","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","25-Feb-2024","karan barman","Payment Success","2200"
"17601","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","24-Feb-2024","PAHARIYA EARTHMOVERS","Payment Success","40068"
"17602","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","24-Feb-2024","PAHARIYA EARTHMOVERS","Payment Success","40068"
"17603","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","24-Feb-2024","PAHARIYA EARTHMOVERS","Payment Success","48000"
"17604","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Apr-2024","amit yadav","Payment Success","5304"
"17605","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Apr-2024","urmila bai yadav","Payment Success","5304"
"17606","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Apr-2024","Amar Yadav","Payment Success","5304"
"17607","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","25-Feb-2024","PREM LAL YADAV","Payment Success","2200"
"17608","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","19-Jul-2024","Ref Ceramics industries","Payment Success","33600"
"17609","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","13-Mar-2024","Ref Ceramics industries","Payment Success","66000"
"17610","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","19-Jul-2024","Ref Ceramics industries","Payment Success","33000"
"17611","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","19-Jul-2024","Ref Ceramics industries","Payment Success","49500"
"17612","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","13-Mar-2024","S S CEMENT PIPES","Payment Success","49500"
"17613","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP104/2025-2026/218106","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Dr. L. Murugan (2024-30) (2024-2030)","Elected MP","17-Oct-2025","Gram Panchayat Bindwadeogarh","Payment Success","600000"
"17614","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP104/2025-2026/218105","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Dr. L. Murugan (2024-30) (2024-2030)","Elected MP","17-Oct-2025","Gram Panchayat Bindwadeogarh","Payment Success","600000"
"17615","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2023-2024/60506","SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","18-Sep-2025","RAM KUMAR YADAV SHIKSHAN AND PRASHIKSHAN SANSTHAN","Payment Success","1200000"
"17616","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2023-2024/60506","SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","11-Mar-2024","RAM KUMAR YADAV SHIKSHAN AND PRASHIKSHAN SANSTHAN","Payment Success","1800000"
"17617","Kerala","Construction of culverts and bridges","WS/MP095/2024-2025/133319","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","03-Sep-2025","V Anil Kumar","Payment Success","1573631"
"17618","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","26-Feb-2024","TULSIRAM YADAV","Payment Success","3500"
"17619","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","09-Apr-2024","TULSIRAM YADAV","Payment Success","4800"
"17620","Madhya Pradesh","Construction of culverts and bridges","WS/MP107/2023-2024/90552","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","26-Feb-2024","Poona Bai","Payment Success","2200"
"17621","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2023-2024/31187","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","15-Mar-2024","gram panchayat","Payment Success","375000"
"17622","Madhya Pradesh","Development of playfields and sports grounds","WS/MP107/2023-2024/90553","KATNI(District Collector Katni_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","13-Mar-2024","JAGGI TRADERS","Payment Success","78750"
"17623","Uttar Pradesh","Street lights","WS/MP180/2023-2024/82395","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17624","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66437","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17625","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80472","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17626","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80473","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17627","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80475","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17628","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80476","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17629","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66388","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17630","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66397","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17631","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66402","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17632","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80471","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17633","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66455","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17634","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66459","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17635","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66460","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17636","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66461","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17637","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66462","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17638","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66463","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17639","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66464","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17640","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66465","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17641","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66466","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17642","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66467","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17643","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66481","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17644","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66482","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17645","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66483","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17646","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66491","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17647","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66158","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17648","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80438","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17649","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80439","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17650","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80440","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17651","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80441","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17652","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80442","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17653","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80443","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17654","Uttar Pradesh","Street lights","WS/MP180/2023-2024/82323","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17655","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66190","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17656","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66191","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17657","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80477","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17658","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66192","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17659","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80444","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17660","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66230","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17661","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66231","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17662","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66232","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17663","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66233","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17664","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66234","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17665","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66235","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17666","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66236","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17667","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80445","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17668","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66237","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17669","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80446","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17670","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66296","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17671","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66297","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17672","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66298","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24-Apr-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17673","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66399","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17674","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66400","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17675","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66401","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17676","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80474","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17677","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80452","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17678","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80453","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17679","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66389","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17680","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66396","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17681","Uttar Pradesh","Street lights","WS/MP180/2023-2024/80454","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17682","Uttar Pradesh","Lighting of public spaces","WS/MP180/2023-2024/66398","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14-Feb-2025","RAMCHANDAR SINGH","Payment Success","124937"
"17683","Madhya Pradesh","Construction of rooms and halls in school and colleges","WS/MP106/2023-2024/1593","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","19-Sep-2024","HUSAINPUR","Payment Success","200000"
"17684","Madhya Pradesh","Construction of rooms and halls in school and colleges","WS/MP106/2023-2024/1593","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","27-Feb-2024","HUSAINPUR","Payment Success","200000"
"17685","Andhra Pradesh","Construction of community centers and community halls","WS/MP18334/2024-2025/155246","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","15-Aug-2025","M MALLIKARJUNA REDDY","Payment Success","2444194"
"17686","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2026-2027/259597","CHHATARPUR(District Collector Chhatarpur_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","07-Apr-2026","GRAM SABHA NAYA GOWN","Payment Success","180000"
"17687","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/97909","SHAJAPUR(District Collector Shajapur_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","06-Nov-2025","Gram Panchayat Tilawad Govind","Payment Success","749000"
"17688","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2023-2024/97909","SHAJAPUR(District Collector Shajapur_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","29-Feb-2024","Gram Panchayat Tilawad Govind","Payment Success","750000"
"17689","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","shekhar badrilal","Payment Success","25000"
"17690","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","shekhar badrilal","Payment Success","25000"
"17691","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","shekhar badrilal","Payment Success","25000"
"17692","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","shekhar badrilal","Payment Success","25000"
"17693","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","shekhar badrilal","Payment Success","18835"
"17694","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","shekhar badrilal","Payment Success","1207"
"17695","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","shekhar badrilal","Payment Success","40000"
